,0,1
0,-1.1157007912785628,0.4733777009122122
1,-1.1233126137277327,0.4660734457499971
2,-1.1430730246043768,0.4493652702507685
3,-1.203404290562816,0.39145987789315323
4,-1.3521202969594917,0.4338158749825648
5,-1.3342026371982671,0.424791812566846
6,-1.201144025378133,0.32833778503400773
7,0.5229085910120463,0.6995363631932353
8,0.5248784196867834,0.6973213764792077
9,0.5024632194006959,0.6916773016797353
10,0.5285897771011343,0.6712777631163576
11,-1.2144580113858092,0.29410700821958774
12,-1.1530090140177762,0.32934541566745285
13,-1.178738838211339,0.3690643726273589
14,-1.2709418407257567,0.33748608404546165
15,-1.1040201789585744,0.40339095560335614
16,-1.1080967102810664,0.3915385424121364
17,-1.096879642819423,0.43654216286639547
18,-1.0326475787028886,0.48628838501484783
19,-1.0856467427592442,0.4844462122342866
20,-1.0662573202652008,0.4865068653571879
21,-1.0348670117541043,0.4903322345764998
22,-0.9680727382097623,0.49469302778241414
23,-0.9831892825118311,0.49960686565865897
24,-0.9891008689888892,0.5109981472752547
25,-1.0296170154494149,0.4977559087163065
26,-1.043018822233465,0.4917172234267906
27,-1.1202322454333833,0.4770043221444249
28,-1.120702630189688,0.4290942850888769
29,-1.1461470163976966,0.05604738094843534
30,-1.124905334653767,0.07855748194001243
31,-1.169178984485064,0.09623249619598777
32,-1.2219250208080565,0.050726844211412395
33,-1.2209623908224063,0.04124612716462752
34,-1.3106584731501507,0.5459632324623529
35,-1.3618453127486823,0.49139552029459854
36,-1.375075181331735,0.4924199127558904
37,-1.417722672433426,0.5254632925818844
38,-1.3312455841806536,0.49083972842537227
39,-1.3339981419552756,0.46494113889047683
40,-1.3670630707093199,0.4887312408272968
41,0.46971385474297395,0.8908941484389945
42,0.4885772597451056,0.7979789626382221
43,0.4218836111221036,0.6437095039982172
44,0.4175172575162049,0.6162608696230446
45,0.4253107330711508,0.6041298281056637
46,0.42571355602557764,0.6155547164428425
47,0.4428393553586274,0.19675643923992353
48,0.44506633092856374,0.20320079062848412
49,-1.325753383256413,-0.1410793244580755
50,-1.3247798262155845,-0.1428270807088346
51,-1.3120661280822825,-0.13852158596199454
52,-1.2968578738243937,-0.0932575853535299
53,-1.3180086586110509,0.3955890532329964
54,-1.2911925076223112,0.3750267983045042
55,-1.2424708886064424,0.48813750821188434
56,-1.2818135978664005,0.43535083827054616
57,-1.3763703691432712,0.39013743433012243
58,0.3943379757461342,0.8526070096305974
59,0.3777918739781876,0.8350369599778319
60,0.3600590136526677,0.8071557968078931
61,-1.2346021855396596,-0.0589104351855926
62,-1.2784515524660223,0.3792182146191824
63,-1.2775864883492973,0.37400295915930065
64,-1.2343051328232446,0.33444003530739025
65,-1.1610804618604493,0.39142049786337696
66,-1.147337311026626,0.39088454375929876
67,-1.1316092323548468,0.35677612839114486
68,-1.1684510706795246,0.38794236929117953
69,-1.0994306303314405,0.4282499987442681
70,-1.1049836541327132,0.4299422557931327
71,-1.1675548610918087,0.3724927088655213
72,-1.1487121073540565,0.4117270810681318
73,-1.186050533060565,0.45771649915019774
74,-1.1998437942184852,0.4571483232282382
75,-1.2010272168632339,0.4539174785312957
76,-1.231882955390923,0.4473847674403613
77,-1.2448225317597235,0.4517333601439461
78,-1.2270153211811234,0.4447504535567391
79,0.4695429878882964,0.002360256269286243
80,0.474641093359129,0.026001816408388667
81,0.43278190747312045,0.01217420813352218
82,-1.2603414791704366,0.39949006175946583
83,-1.6340794438305137,0.8611971992544222
