,0,1,2
195,-0.93033683,-6.663664,0.39176795
196,-0.92696166,-6.661074,0.3872882
197,-0.9236222,-6.6585746,0.382887
198,-0.91681147,-6.6532373,0.37374362
199,-0.8992433,-6.6393094,0.3500645
200,-0.88665706,-6.629187,0.33330947
201,-0.8794431,-6.623629,0.32367796
202,-0.87138486,-6.617342,0.31287244
203,-0.85509664,-6.6042733,0.290804
204,-0.8468356,-6.5974913,0.27948532
205,-0.8415558,-6.5932503,0.27229488
206,-0.8250083,-6.5800695,0.24960041
207,-0.8190277,-6.5751834,0.24146183
208,-0.781712,-6.5456967,0.19082214
209,-0.766322,-6.533864,0.1698476
210,-0.7567802,-6.5257864,0.15676126
211,-0.75042045,-6.520642,0.14813016
212,-0.7455582,-6.516577,0.14150852
213,-0.74508035,-6.516027,0.14083014
214,-0.7443381,-6.5152593,0.13976628
215,-0.7379099,-6.509661,0.13083929
216,-0.7254889,-6.4990864,0.11375543
217,-0.7186198,-6.493014,0.10408795
218,-0.7007217,-6.4769464,0.07951291
219,-0.69771475,-6.4742737,0.07542821
220,-0.69355744,-6.4702797,0.069733225
221,-0.67589355,-6.453814,0.04540002
222,-0.66386986,-6.443089,0.029042726
223,-0.659983,-6.439601,0.023745853
224,-0.6530062,-6.433138,0.0141805485
225,-0.6126565,-6.396043,-0.04071289
226,-0.60708296,-6.3911963,-0.04849158
227,-0.58740234,-6.373155,-0.07519983
228,-0.58539546,-6.3715825,-0.07805606
229,-0.5519539,-6.341227,-0.123242676
230,-0.5285944,-6.31985,-0.15533645
231,-0.51244324,-6.304432,-0.17712286
232,-0.5023079,-6.2951612,-0.19075125
233,-0.49981973,-6.2929883,-0.19401667
234,-0.48960546,-6.28386,-0.20824856
235,-0.4810429,-6.2762322,-0.2200756
236,-0.45667645,-6.253207,-0.25190884
237,-0.444505,-6.2420444,-0.268634
238,-0.4363312,-6.234224,-0.2792146
239,-0.43430054,-6.232524,-0.28276783
240,-0.419944,-6.2189636,-0.30266935
241,-0.41215184,-6.2116475,-0.31335923
242,-0.40027937,-6.2000628,-0.32856536
243,-0.39030492,-6.190584,-0.3415789
244,-0.38726458,-6.187568,-0.34562826
245,-0.36565742,-6.166167,-0.37465852
246,-0.31463364,-6.1158237,-0.4431142
247,-0.30400205,-6.1052012,-0.4573488
248,-0.26876706,-6.069985,-0.50426126
249,-0.26423532,-6.0653844,-0.5103058
250,-0.25828212,-6.059252,-0.51838475
251,-0.24448203,-6.044907,-0.5387343
252,-0.23266971,-6.0326366,-0.55413234
253,-0.22524166,-6.0249968,-0.5643961
254,-0.2151151,-6.0145154,-0.5785373
255,-0.20796575,-6.0071063,-0.58821374
256,-0.19647624,-5.9951634,-0.6019628
257,-0.18679321,-5.985078,-0.6134501
258,-0.18362781,-5.981885,-0.6171938
259,-0.17686321,-5.974861,-0.62513745
260,-0.16763131,-5.9653497,-0.6356554
261,-0.15856378,-5.9561834,-0.64569604
262,-0.14122352,-5.9379935,-0.6656634
263,-0.13288683,-5.9292955,-0.6748113
264,-0.116049,-5.911168,-0.6928088
265,-0.09658734,-5.891131,-0.71330816
266,-0.0838861,-5.8780766,-0.7269319
267,-0.05462975,-5.8475714,-0.75774664
268,-0.034552686,-5.826863,-0.7782574
269,-0.0121936705,-5.8034415,-0.80167925
270,0.009885117,-5.780454,-0.8242958
271,0.032164108,-5.7573776,-0.84649616
272,0.07181708,-5.7174373,-0.8841359
273,0.09873088,-5.6889,-0.9108399
274,0.11951086,-5.6678314,-0.929773
275,0.12657364,-5.6609316,-0.93598706
276,0.13696417,-5.650914,-0.9451315
277,0.13970125,-5.648432,-0.9472176
278,0.14343755,-5.6448154,-0.95055276
279,0.14920782,-5.6401176,-0.95441955
280,0.18200299,-5.6100683,-0.9782119
281,0.18996403,-5.603451,-0.9827607
282,0.18836752,-5.6049447,-0.98144895
283,0.19993362,-5.594573,-0.9900124
284,0.20255926,-5.5921416,-0.9920887
285,0.22169831,-5.576003,-1.0044129
286,0.23393926,-5.5650396,-1.0131865
287,0.2449033,-5.5560875,-1.0199475
288,0.26389813,-5.541116,-1.0309258
289,0.27386427,-5.5330367,-1.0367292
290,0.27839375,-5.5294952,-1.0393573
291,0.29857865,-5.5135927,-1.0507773
292,0.3087502,-5.50624,-1.055889
293,0.34857023,-5.4777894,-1.0750567
294,0.38470066,-5.4521723,-1.0931469
295,0.39626476,-5.4441943,-1.0986551
296,0.42835465,-5.4222965,-1.1134909
297,0.46145362,-5.4007215,-1.1274179
298,0.5040425,-5.3726482,-1.1465385
299,0.54494756,-5.345754,-1.1647588
300,0.583887,-5.3207355,-1.1823137
301,0.62001127,-5.298557,-1.1971571
302,0.648024,-5.2823977,-1.2072345
303,0.6764334,-5.2658587,-1.2191776
304,0.7135273,-5.244756,-1.2337039
305,0.7388972,-5.2297454,-1.2443545
306,0.75556993,-5.2201777,-1.250875
307,0.7954538,-5.1946793,-1.2652508
308,0.8134897,-5.186905,-1.2733794
309,0.8697154,-5.1577096,-1.2956446
310,0.9360805,-5.122348,-1.3231549
311,0.9980945,-5.0896134,-1.3441685
312,1.0087785,-5.083889,-1.3483818
313,1.0175546,-5.0793304,-1.3518484
314,1.0287699,-5.073338,-1.3554085
315,1.0652412,-5.0534277,-1.3753268
316,1.1069971,-5.0313406,-1.3945394
317,1.1545005,-5.007334,-1.4211038
318,1.2104616,-4.977893,-1.4513599
319,1.262022,-4.950545,-1.4814453
320,1.3614538,-4.8974957,-1.5457146
321,1.396673,-4.878299,-1.5693684
322,1.434802,-4.8566713,-1.600448
323,1.4567816,-4.844518,-1.616742
324,1.4672415,-4.8386135,-1.6230985
325,1.4923955,-4.8259683,-1.6399208
326,1.4958771,-4.8241596,-1.6422391
327,1.4998564,-4.821369,-1.646712
328,1.5137631,-4.812404,-1.6581097
329,1.521942,-4.807588,-1.6649903
330,1.5466053,-4.791217,-1.6911668
331,1.557447,-4.7836723,-1.703869
332,1.5576752,-4.783227,-1.7048084
333,1.5591283,-4.781906,-1.7070395
334,1.5652087,-4.7772617,-1.7131782
335,1.5724682,-4.770484,-1.7263354
336,1.5878758,-4.7585444,-1.7436552
337,1.5934083,-4.754256,-1.7520025
338,1.6049827,-4.7454147,-1.7675697
339,1.614786,-4.7371736,-1.781844
340,1.6212813,-4.7317457,-1.7898353
341,1.6334965,-4.7218223,-1.8081857
342,1.6447169,-4.7118917,-1.8259063
343,1.6754272,-4.6853404,-1.8726798
344,1.6908727,-4.6718864,-1.8973861
345,1.694538,-4.668799,-1.9031011
346,1.7105602,-4.6552353,-1.9272872
347,1.7232871,-4.641832,-1.9525083
348,1.7447845,-4.6211762,-1.9896805
349,1.7615486,-4.6043663,-2.0195208
350,1.8193388,-4.544936,-2.1251514
351,1.8351142,-4.527731,-2.1565554
352,1.8427194,-4.5181637,-2.1731272
353,1.8514367,-4.508089,-2.190949
354,1.8646834,-4.4927773,-2.2185056
355,1.8819996,-4.4712987,-2.2577095
356,1.885572,-4.4668727,-2.2656565
357,1.9112756,-4.433735,-2.3243544
358,1.9438295,-4.3896756,-2.4009478
359,1.9656157,-4.359865,-2.453098
360,1.9679065,-4.356289,-2.4592764
361,1.9760181,-4.3440294,-2.47938
362,1.9947145,-4.315893,-2.5271752
363,2.0013394,-4.304472,-2.5462153
364,2.0168352,-4.2787356,-2.588563
365,2.0221899,-4.2694335,-2.6034987
366,2.0309217,-4.2539716,-2.628527
367,2.0352767,-4.246234,-2.6409256
368,2.0434852,-4.2306824,-2.6651366
369,2.0509858,-4.2149243,-2.688522
370,2.0606806,-4.1952257,-2.7175364
371,2.0693355,-4.1762476,-2.7446077
372,2.0746336,-4.164292,-2.7612367
373,2.078549,-4.1552353,-2.773654
374,2.0902205,-4.127219,-2.811729
375,2.0964336,-4.114845,-2.8313217
376,2.1088421,-4.074677,-2.8785799
377,2.117267,-4.0442557,-2.9130583
378,2.1186156,-4.0396786,-2.9183085
379,2.1208434,-4.032277,-2.9269922
380,2.1244483,-4.018818,-2.9419131
381,2.128772,-4.005114,-2.9581397
382,2.1317,-3.993287,-2.970635
383,2.1341362,-3.985235,-2.9803953
384,2.133895,-3.9858255,-2.979886
385,2.1361601,-3.9787219,-2.9884863
386,2.1403778,-3.959429,-3.0083218
387,2.1446264,-3.9396966,-3.0278914
388,2.1455822,-3.9345963,-3.0326874
389,2.1484084,-3.9186554,-3.046804
390,2.1531348,-3.893506,-3.0699427
391,2.1543746,-3.8865006,-3.0763583
392,2.1546206,-3.8850927,-3.0776713
393,2.1581006,-3.8605943,-3.09806
394,2.1600368,-3.8473115,-3.108919
395,2.163298,-3.8176696,-3.1314602
396,2.163392,-3.8153217,-3.1328776
397,2.1661882,-3.7926989,-3.1501973
398,2.1673937,-3.7830954,-3.157993
399,2.1706731,-3.7545247,-3.1795158
400,2.1710088,-3.749867,-3.1825383
401,2.1736503,-3.7200394,-3.202769
402,2.1747503,-3.7037787,-3.213554
403,2.1769347,-3.6717255,-3.2342002
404,2.1780016,-3.6579447,-3.2430465
405,2.1824348,-3.5889785,-3.284153
406,2.185232,-3.5375311,-3.3134964
407,2.184878,-3.5384963,-3.3127868
408,2.186533,-3.508144,-3.3296375
409,2.190265,-3.4398792,-3.366563
410,2.1943197,-3.3629904,-3.4051206
411,2.1947336,-3.3550658,-3.4090054
412,2.1961944,-3.3305812,-3.420828
413,2.1976194,-3.3049994,-3.4327557
414,2.1984484,-3.288243,-3.4403653
415,2.2005198,-3.2497447,-3.4574292
416,2.2038183,-3.1947355,-3.4817572
417,2.2068465,-3.141491,-3.5045013
418,2.2081575,-3.1210005,-3.51309
419,2.2143302,-3.0318542,-3.5506628
420,2.2176006,-2.9881463,-3.5687273
421,2.2182727,-2.9791973,-3.5724056
422,2.2196002,-2.962091,-3.5794497
423,2.220546,-2.9498315,-3.584468
424,2.225915,-2.8848972,-3.6109357
425,2.2287073,-2.8492868,-3.624861
426,2.2291126,-2.8468132,-3.6261308
427,2.2299335,-2.83791,-3.629798
428,2.232904,-2.8075435,-3.6426406
429,2.2338173,-2.7979922,-3.6463726
430,2.235012,-2.7854698,-3.6515942
431,2.2370818,-2.763954,-3.6603167
432,2.2382007,-2.7529562,-3.6649997
433,2.2401786,-2.734286,-3.6729796
434,2.2456794,-2.6803632,-3.69522
435,2.246044,-2.6765878,-3.6969347
436,2.2495246,-2.6451797,-3.71036
437,2.2499607,-2.6408427,-3.712432
438,2.2517517,-2.6247811,-3.7193708
439,2.2523086,-2.6193733,-3.7214887
440,2.2522852,-2.6197956,-3.7215924
441,2.253244,-2.6110163,-3.7256303
442,2.2547636,-2.59755,-3.7319973
443,2.2562287,-2.5848768,-3.7375898
444,2.2600894,-2.5504093,-3.7537816
445,2.261778,-2.535059,-3.7612255
446,2.2655594,-2.5014515,-3.777666
447,2.268118,-2.4787362,-3.7890682
448,2.276937,-2.405094,-3.8258479
449,2.2782743,-2.3934798,-3.832215
450,2.2802794,-2.374974,-3.842113
451,2.2833562,-2.3488696,-3.856073
452,2.2866194,-2.3221257,-3.8700588
453,2.2892823,-2.2972906,-3.8841016
454,2.2990296,-2.2131648,-3.9308136
455,2.300444,-2.198758,-3.9394693
456,2.3056352,-2.137885,-3.9777443
457,2.3077662,-2.1112125,-3.995207
458,2.3085983,-2.0995462,-4.0029473
459,2.3118794,-2.0376475,-4.0473633
460,2.3161821,-1.9499874,-4.111874
461,2.3174706,-1.9253867,-4.1297007
462,2.319092,-1.8831266,-4.161649
463,2.3196857,-1.8614882,-4.178318
464,2.3210218,-1.8267246,-4.2053843
465,2.3200128,-1.8130997,-4.2183685
466,2.3198104,-1.793833,-4.2347617
467,2.319181,-1.7805314,-4.246623
468,2.3172262,-1.7496051,-4.2755713
469,2.3154824,-1.7272795,-4.2971663
470,2.315135,-1.7229227,-4.30149
471,2.314129,-1.7074034,-4.316246
472,2.3137386,-1.7051312,-4.3187623
473,2.306664,-1.6480589,-4.377944
474,2.300449,-1.6033328,-4.426169
475,2.2891688,-1.552867,-4.4871464
476,2.28435,-1.5322692,-4.5123253
477,2.280593,-1.5175046,-4.5315905
478,2.2706637,-1.4850173,-4.5755687
479,2.2657206,-1.4657779,-4.600333
480,2.2561188,-1.4331502,-4.643935
481,2.2528348,-1.4230577,-4.6576066
482,2.2474244,-1.404527,-4.6815076
483,2.2416122,-1.3906782,-4.701604
484,2.2378597,-1.3814384,-4.714757
485,2.2367086,-1.3781393,-4.7193522
486,2.2321126,-1.3678582,-4.7343388
487,2.2313282,-1.3656188,-4.737384
488,2.2282777,-1.3577875,-4.7481847
489,2.2186756,-1.3360367,-4.7791185
490,2.2156029,-1.3302875,-4.78809
491,2.2143354,-1.3276639,-4.792065
492,2.210072,-1.3184936,-4.804998
493,2.2038603,-1.3061175,-4.8230724
494,2.2013056,-1.3011864,-4.830513
495,2.198892,-1.2967415,-4.8367715
496,2.1962175,-1.2916858,-4.8442597
497,2.188808,-1.2787337,-4.863481
498,2.1815174,-1.2667023,-4.881409
499,2.166045,-1.2401204,-4.92066
500,2.1565585,-1.2241555,-4.943451
501,2.1485362,-1.2100327,-4.9643917
502,2.1448941,-1.2028905,-4.9761705
503,2.1261814,-1.174334,-5.0154696
504,2.12115,-1.1665115,-5.026337
505,2.1134684,-1.1539419,-5.0451536
506,2.1071668,-1.1442049,-5.0605783
507,2.1028547,-1.1370519,-5.0733314
508,2.0616858,-1.0674973,-5.1625714
509,2.049528,-1.0469347,-5.1900196
510,2.0443149,-1.0377884,-5.201781
511,2.0304487,-1.012668,-5.2328563
512,2.027947,-1.0082752,-5.2385707
513,2.0194142,-0.9931255,-5.2572756
514,1.9930582,-0.9469361,-5.3145895
515,1.9758708,-0.9154953,-5.3525105
516,1.9556774,-0.8787809,-5.395708
517,1.9529996,-0.87374717,-5.4015837
518,1.9411441,-0.8513301,-5.4271717
519,1.9370908,-0.84353995,-5.435911
520,1.9268844,-0.8235032,-5.4584994
521,1.9250658,-0.81959575,-5.4626045
522,1.9212631,-0.81224114,-5.4706445
523,1.9205552,-0.81065977,-5.4723916
524,1.9169838,-0.80336607,-5.4798713
525,1.9072067,-0.78375024,-5.5011344
526,1.9026587,-0.7740715,-5.511247
527,1.894787,-0.7559218,-5.527936
528,1.891353,-0.74796224,-5.535295
529,1.8881383,-0.7392972,-5.542435
530,1.8791068,-0.71694714,-5.561561
531,1.8784715,-0.7153198,-5.563079
532,1.8733435,-0.7006929,-5.5749426
533,1.8720516,-0.6972025,-5.5780973
534,1.8601009,-0.6661066,-5.6046953
535,1.8543537,-0.65029746,-5.617975
536,1.8231508,-0.56355166,-5.6896777
537,1.8173407,-0.5466025,-5.7032914
538,1.8123598,-0.53150505,-5.7152934
539,1.8029127,-0.50338805,-5.737718
540,1.795245,-0.47967967,-5.756148
541,1.773298,-0.40810582,-5.8105426
542,1.7646796,-0.37879282,-5.832568
543,1.7492862,-0.32489517,-5.872882
544,1.7395328,-0.28772748,-5.8992357
545,1.7311392,-0.25551742,-5.9219327
546,1.7209569,-0.21438447,-5.950467
547,1.7127265,-0.18023853,-5.9734917
548,1.7099588,-0.16690873,-5.9818206
549,1.7006124,-0.12413036,-6.009443
550,1.6982656,-0.11077865,-6.017181
551,1.6942476,-0.09273427,-6.0293183
552,1.6861304,-0.056596696,-6.053434
553,1.6815189,-0.03680802,-6.0675454
554,1.6641083,0.048825294,-6.1241794
555,1.6424949,0.16522208,-6.1963987
556,1.6246774,0.2571817,-6.2529716
557,1.6058615,0.35842943,-6.3139606
558,1.5881354,0.443607,-6.365435
559,1.5830038,0.4683394,-6.3802004
560,1.5728962,0.5158885,-6.408534
561,1.5678486,0.5381587,-6.421834
562,1.5650367,0.54982024,-6.428851
563,1.5626075,0.56083363,-6.4353495
564,1.5573219,0.582849,-6.4483876
565,1.5536875,0.5970987,-6.4568753
566,1.5509018,0.60711366,-6.4627957
567,1.5488558,0.61299485,-6.466493
568,1.5458677,0.6229464,-6.4726005
569,1.5440624,0.62903607,-6.476244
570,1.5347872,0.6596955,-6.4950023
571,1.5187367,0.7090491,-6.52574
572,1.5110446,0.7318956,-6.539994
573,1.5025929,0.7583902,-6.556293
574,1.4961345,0.772951,-6.566044
575,1.4935445,0.77913016,-6.57017
576,1.4846445,0.80150086,-6.5847573
577,1.4847779,0.80124176,-6.5845838
578,1.4656814,0.8449332,-6.6137967
579,1.4572527,0.8642152,-6.626783
580,1.4489988,0.8807605,-6.638294
581,1.4473855,0.8851575,-6.641096
582,1.4442326,0.8913541,-6.6454697
583,1.4337466,0.9086322,-6.658474
584,1.4245121,0.9252619,-6.6705704
585,1.4178782,0.9359639,-6.6787186
586,1.4101934,0.9481529,-6.688012
587,1.4032097,0.95928437,-6.696587
588,1.3733062,0.99939245,-6.729585
589,1.3692755,1.0050718,-6.7342086
590,1.3470163,1.0336236,-6.75836
591,1.3375695,1.0454471,-6.7685633
592,1.3320618,1.0522844,-6.774458
593,1.3241203,1.0617347,-6.7828116
594,1.3173854,1.0680062,-6.789312
595,1.3137612,1.0720525,-6.7930784
596,1.303291,1.0840124,-6.804023
597,1.2787989,1.1083632,-6.8276134
598,1.274516,1.1131538,-6.832002
599,1.2506682,1.1371247,-6.855285
600,1.2006943,1.1816901,-6.901541
601,1.1624168,1.2183691,-6.938121
602,1.1594747,1.2210604,-6.940915
603,1.1407709,1.237001,-6.95787
604,1.132441,1.2434055,-6.9650846
605,1.1295022,1.2454644,-6.9675055
606,1.1186317,1.253006,-6.9766564
607,1.1007261,1.2661432,-6.9918766
608,1.0949315,1.2704861,-6.9968934
609,1.0788924,1.2810509,-7.0101786
610,1.0769588,1.28255,-7.0118837
611,1.0487509,1.3016719,-7.035345
612,1.0217391,1.3177024,-7.057028
613,1.019457,1.3189685,-7.058826
614,1.0185099,1.3202286,-7.05987
615,1.0186753,1.319424,-7.059447
616,0.98322093,1.3369453,-7.086502
617,0.97943205,1.3386676,-7.0893235
618,0.96134037,1.3468664,-7.102826
619,0.95264995,1.3514216,-7.109577
620,0.9346868,1.3599982,-7.123197
621,0.9082455,1.3698663,-7.1420355
622,0.9044631,1.3716561,-7.144854
623,0.8556238,1.3917238,-7.1805134
624,0.83114314,1.4010504,-7.198017
625,0.82424486,1.403839,-7.203024
626,0.8192411,1.4058787,-7.206658
627,0.81343204,1.4082545,-7.2108936
628,0.8134595,1.4081755,-7.2108455
629,0.80875623,1.4086182,-7.213758
630,0.7546005,1.4289883,-7.2524405
631,0.74660724,1.4312665,-7.2578588
632,0.7447207,1.4303982,-7.2586646
633,0.7423097,1.4310944,-7.2603145
634,0.73448294,1.4346411,-7.2661166
635,0.7247281,1.4359984,-7.272262
636,0.72019374,1.4365833,-7.2750854
637,0.7221917,1.4347368,-7.2732563
638,0.71197736,1.4369231,-7.2798877
639,0.70703965,1.4384037,-7.2832446
640,0.70324385,1.4393942,-7.2858152
641,0.7073141,1.4401248,-7.2836695
642,0.6942905,1.4402452,-7.2912164
643,0.67515403,1.4418694,-7.30292
644,0.6646298,1.4427387,-7.309304
645,0.6544373,1.4435805,-7.315481
646,0.61357355,1.4427664,-7.338806
647,0.6018392,1.4421436,-7.34543
648,0.57690907,1.4413899,-7.3597207
649,0.56824654,1.4407727,-7.3645225
650,0.5596599,1.4394431,-7.3690643
651,0.5552544,1.4389408,-7.3714776
652,0.54130954,1.4377384,-7.379283
653,0.5403948,1.4378389,-7.3798304
654,0.5214559,1.4361855,-7.3904295
655,0.44952226,1.4292332,-7.430213
656,0.44194007,1.4278728,-7.4342723
657,0.41261128,1.4241647,-7.4504266
658,0.39806318,1.4217792,-7.458216
